,Ret_1,Ret_5,Ret_21,Ret_63,Ret_126,Ret_252,Ret21_Z,SMA20_Ratio,SMA50_Ratio,SMA200_Ratio,SMA50_200_Ratio,MACD_Ratio,MACD_Hist_Ratio,RSI,Stoch_K,BB_PctB,High252_Dist,Low252_Dist,Volatility,Vol_60,Vol_Ratio,ATR_Ratio,Volume_Ratio,Mkt_Ret_21,Mkt_Ret_63,Mkt_SMA200_Ratio,Mkt_Vol_20,Rel_Ret_21,Rel_Ret_63,nifty_return_1,nifty_return_5,nifty_return_20,nifty_volatility_20,nifty_momentum,nifty_sma_ratio,nifty_sma200_ratio,nifty_trend_direction,sector_return_1,sector_return_5,sector_return_20,sector_momentum,sector_volatility,sector_sma_ratio,india_vix,india_vix_change,india_vix_return,india_vix_volatility,usdinr_return_1,usdinr_return_5,usdinr_return_20,usdinr_volatility,stock_vs_nifty_return,stock_vs_sector_return,stock_nifty_relative_strength,stock_sector_relative_strength,daily_RSI,daily_volatility,daily_return,daily_volume_change,daily_price_vs_EMA,daily_MACD_norm,daily_MACD_signal_norm,daily_MACD_hist_norm,daily_ATR_pct,daily_EMA_fast_vs_slow,daily_momentum,daily_momentum_z,daily_trend_direction,daily_rsi_regime
Ret_1,1.0,0.3947800574972149,0.19093092797067726,0.10681934310872956,0.07727841561519046,0.056242686865297764,0.1999051734951016,0.32887010816390283,0.20927520105018688,0.10673844387618174,0.014458508658429178,0.06114139503537319,0.15790831708403313,0.32404892076281605,0.4433749515512896,0.39690469714041077,0.14091184129955242,0.08865681790059828,0.014165553486759248,0.007014683560424175,0.013822339179869926,-0.03991936643574024,0.05324640450363228,0.09762192703736282,0.05078892802074488,0.05499682224654125,0.007372169194414346,0.16757588852285832,0.09906945147831976,0.41657914681506586,0.19229020620958953,0.0996074615848812,0.007020989284688868,0.09803800227733721,0.10530911876228548,0.05489496204016455,0.0597280405509705,0.5054719974451932,0.21946979651578372,0.114645755002742,0.11466951284778412,0.00963846160995914,0.11771853323572648,-0.03425986721131649,-0.2640544422627699,-0.262240825187079,-0.015196272893921104,-0.004118794759595595,-0.003171069304325948,-0.007258675801147977,0.00042183018577844476,0.8476841597665996,0.704035521018579,0.17026073336810574,0.1401870644684994,0.32404892076281605,0.014165553486759248,1.0,0.15931605188530634,0.3675788794664871,0.06114139503537319,0.01467989017159453,0.15790831708403313,-0.03991936643574024,0.031423613496806696,0.3947800574972149,0.3999848888400269,0.1987042206367221,0.29908434693938724
Ret_5,0.3947800574972149,1.0,0.45247228961500574,0.24755330728491948,0.1749324453512399,0.12357156155774557,0.46069159804209603,0.72265870389489,0.4758415230768348,0.24325916151457916,0.03592865793389661,0.31570127775629553,0.6445216059507486,0.668813451385973,0.7633585224373357,0.7679335997924467,0.28417379250874053,0.19752273191682593,0.033671274267870685,0.019335706105558896,0.023297090161909926,-0.07336370248443581,0.2007825376445198,0.22754391961640263,0.12091235644493688,0.12697649458468266,-0.015963601848266774,0.39899625308379444,0.226304947535075,0.19246813031081214,0.4690794439433407,0.2308498280660644,-0.016400882238025546,0.22270962503223163,0.24263442047987274,0.12684216317121036,0.1398312513918414,0.2389687367768617,0.5704564916989165,0.2830413320864349,0.28336736684275293,-0.017654768183725814,0.28920701058250337,-0.06551749608635891,-0.07300447176507949,-0.0737283000990145,-0.0632777184099828,-0.06615910709412127,-0.12469626711867411,-0.08137205870411526,-0.019755709912029427,0.33028459498863394,0.26220460724404937,0.4075796794798159,0.3190405285702308,0.668813451385973,0.033671274267870685,0.3947800574972149,0.13297137452056074,0.7437124114514564,0.31570127775629553,0.1349852425681922,0.6445216059507486,-0.07336370248443581,0.16230382731471543,1.0,0.9750395388036667,0.45207212188338486,0.6079211845472744
Ret_21,0.19093092797067726,0.45247228961500574,1.0,0.5372520293733375,0.3743789076997317,0.256818789518771,0.9701796255677833,0.8131118701593079,0.8641741199251702,0.4958112571899526,0.14900854717499415,0.8727640713529425,0.4882183854394874,0.8643058630941721,0.6233627772470987,0.7431146025829511,0.4820720322310832,0.39210390800934736,0.053203119682199845,0.03747681307867253,0.020820403998052576,-0.038692127709933855,0.162988595194052,0.4722617981928134,0.27625994596829795,0.2516144094688426,-0.11556368967989616,0.8697789446778215,0.4795576817024849,0.1048576723900926,0.2245724921243598,0.4604937456050724,-0.11601351088008101,0.4452098699999068,0.4222595429584014,0.2511212678129415,0.26252559905587897,0.12051287447943916,0.2826949985334084,0.5791814531399186,0.5639103825215939,-0.10962317430139554,0.526266783732264,-0.06625397701531599,-0.02436281761338868,-0.022082500732527165,-0.14797175924647102,-0.05394422649951932,-0.11984074346846538,-0.2297467544566397,-0.07364537723867096,0.15713462113679033,0.12423385882122033,0.8431089908484893,0.649907507923967,0.8643058630941721,0.053203119682199845,0.19093092797067726,-0.00039519804866439617,0.8410322377607788,0.8727640713529425,0.7512643631098955,0.4882183854394874,-0.038692127709933855,0.6425990815593103,0.45247228961500574,0.46216244933456097,0.7426451721054652,0.7733667212462487
Ret_63,0.10681934310872956,0.24755330728491948,0.5372520293733375,1.0,0.6873481994534468,0.48174991901142666,0.5227069993532859,0.4433673735356336,0.7400184302726104,0.7959537702297295,0.5896016337272775,0.7399904738149796,-0.00837268303921909,0.6132710106729178,0.3410360404381345,0.3993569454199338,0.6475828024853729,0.6255727094542436,0.03623665526374103,0.04262187686996128,0.005861140180355014,0.006139327284149033,0.001947981201987352,0.2443170442981663,0.5095985761611884,0.4216934889042633,-0.14806876835183488,0.47899804588241157,0.8700113765399314,0.04963097424299809,0.10818273602434125,0.23356467431626485,-0.1482567842396448,0.2472107685396344,0.3641349629859805,0.4220858886371412,0.3612732797682615,0.05954388546685842,0.14491613704714676,0.3203738270640172,0.3200738855686758,-0.11816420194572128,0.4620272127157892,-0.08263474032755497,0.0021873805287244263,0.0014791886658734631,-0.09245606470842188,-0.03224834103514119,-0.06977541258970431,-0.1374646725120005,-0.17452102015598664,0.09145025148735392,0.07304169168258677,0.46598212406141204,0.3521551777171622,0.6132710106729178,0.03623665526374103,0.10681934310872956,-0.035912576898953164,0.5310499495540493,0.7399904738149796,0.7852697924744884,-0.00837268303921909,0.006139327284149033,0.9060821642569103,0.24755330728491948,0.25353233196510827,0.7166068970223101,0.5537585226335652
Ret_126,0.07727841561519046,0.1749324453512399,0.3743789076997317,0.6873481994534468,1.0,0.7078487294587477,0.36493541437443544,0.30647370339537156,0.5150628343303404,0.9347269049950941,0.8953712003629638,0.5227065154434906,-0.02424890892747122,0.43093047397011447,0.24346590918001765,0.272508011404142,0.7081959319004864,0.763460784736958,0.039445111717862344,0.03538121114330086,0.023891058246123198,0.017542990421671085,-0.031363701181022066,0.1324370491180273,0.3253583087222029,0.5106902058133233,-0.131109848950812,0.3513150937264409,0.6245231201957931,0.030648748025918972,0.05709718033736292,0.12330324289275062,-0.13135579369023345,0.1412901585339676,0.20864274864479634,0.5103806611299468,0.3746430389988272,0.04202688772659739,0.09826158050349348,0.21632059679157284,0.2209758537376224,-0.0911722440998703,0.318867335164578,-0.12193794767656078,0.015654185690272028,0.012906174564509975,0.013953024812712378,-0.010151254757684127,-0.027840352466277377,-0.07938764260919219,-0.2595049917433053,0.07184612464197121,0.05457330590864196,0.3416149630315963,0.25114565200015626,0.43093047397011447,0.039445111717862344,0.07727841561519046,-0.024048375901487534,0.370125504256485,0.5227065154434906,0.560952492980697,-0.02424890892747122,0.017542990421671085,0.7231375229229111,0.1749324453512399,0.17897624179771707,0.532746784274797,0.391016343508978
Ret_252,0.056242686865297764,0.12357156155774557,0.256818789518771,0.48174991901142666,0.7078487294587477,1.0,0.25360159433169743,0.21174057931111748,0.3553763986895187,0.7672882194848084,0.7826267182180497,0.36008632922196876,-0.022791500602162888,0.3020294041941167,0.17754980554968514,0.19053489714326552,0.6428533327006545,0.7894543986507685,0.04235854393207544,0.05214865780969444,0.005854298289688274,0.026003048365190944,-0.04456667803837406,0.06390456268736679,0.1996966218203042,0.4126993195379899,-0.15028981184319495,0.25175724650618503,0.4533198779201283,0.018074188662807585,0.03379801872919416,0.05811755642248499,-0.14986744652676748,0.09282209826773721,0.12023410848617805,0.4133105824076763,0.2892941092170468,0.03513894571581175,0.07107036359547915,0.14044624213097978,0.15360094621029866,-0.06877026680356899,0.21485389270414454,-0.17781461700325518,0.010950309478562247,0.008031221355097404,0.013485640460588758,-0.0004392845151894854,-0.006737192793787085,-0.03139125680077048,-0.34877020605309245,0.053846824117082526,0.039147692917195005,0.2442635941479601,0.17754978277845973,0.3020294041941167,0.04235854393207544,0.056242686865297764,-0.023975865355519776,0.25773456851643883,0.36008632922196876,0.3866567870451094,-0.022791500602162888,0.026003048365190944,0.5096539731884844,0.12357156155774557,0.12762925065154226,0.36912928148223545,0.2754685049151935
Ret21_Z,0.1999051734951016,0.46069159804209603,0.9701796255677833,0.5227069993532859,0.36493541437443544,0.25360159433169743,1.0,0.8042221584507202,0.8431304457731892,0.4854655875161791,0.14182674636890244,0.8510828077110852,0.4935466199632429,0.8859931570358197,0.6520539994827307,0.7671288069762879,0.5028601129183765,0.3702148812549142,-0.00399557566165682,-0.01050945821233512,-0.004861857964669937,-0.0914157100522791,0.15362530940996838,0.47186503333368346,0.26802757234920527,0.24671706493317255,-0.1393976265093778,0.8398547471341014,0.46543388240488587,0.10711941851777479,0.23160949869804345,0.4601584525090546,-0.13983252510206298,0.4570384553228143,0.42215286595719026,0.24614476604766272,0.26338206503329753,0.12442936636805665,0.2900891101157644,0.5747804465834018,0.5761421398621507,-0.13592255317412336,0.5219384385658189,-0.08432343263388588,-0.020938689257972713,-0.01949337602934125,-0.15876342684269418,-0.05055957857347689,-0.11370882147827151,-0.22264689209340718,-0.07838766369182137,0.16433968105738397,0.12893304316618426,0.8134630449734954,0.6221863939552893,0.8859931570358197,-0.00399557566165682,0.1999051734951016,0.005992128655757063,0.8290540504307015,0.8510828077110852,0.733455551015681,0.4935466199632429,-0.0914157100522791,0.6276613365815126,0.46069159804209603,0.487231052153304,0.7562859053299125,0.797202346658609
SMA20_Ratio,0.32887010816390283,0.72265870389489,0.8131118701593079,0.4433673735356336,0.30647370339537156,0.21174057931111748,0.8042221584507202,1.0,0.7841836411604508,0.41827725648845504,0.09165959194665989,0.7126049141866366,0.7871206510886034,0.9273793641395274,0.8870303036101288,0.9472409284846004,0.4416246239021503,0.3357938946780655,0.053523929375366465,0.03625017900057675,0.02819497971669854,-0.07043810433550972,0.21395040641326227,0.39183917517111705,0.21636085417449674,0.2068893624826661,-0.06022510525419986,0.7144409341736515,0.40473794142950265,0.16318383759560182,0.3542888822476714,0.4007924593598908,-0.060716375286897696,0.3848153262336081,0.38579124540894627,0.2064831128921431,0.23109071085169425,0.19573281081177105,0.43197301724301507,0.5023933949766133,0.4927228792020201,-0.05984943907566396,0.47249478039265874,-0.07095784260521089,-0.0512878514235032,-0.04936462368184827,-0.1206004265783021,-0.06630777512635162,-0.14868855594183256,-0.18259648232271605,-0.04314192794569272,0.27499391786014565,0.22198633740698984,0.7337216248570441,0.5702540248696337,0.9273793641395274,0.053523929375366465,0.32887010816390283,0.08417255224750252,0.9752387460669225,0.7126049141866366,0.5007527519493452,0.7871206510886034,-0.07043810433550972,0.44959618647842164,0.72265870389489,0.7224239569886585,0.7219265993117454,0.8274624237695408
SMA50_Ratio,0.20927520105018688,0.4758415230768348,0.8641741199251702,0.7400184302726104,0.5150628343303404,0.3553763986895187,0.8431304457731892,0.7841836411604508,1.0,0.6544399242958236,0.2826056658468304,0.9608585887224991,0.33423350446599887,0.9121756042346936,0.629704217564,0.724672609350411,0.6035702994484514,0.5114946851454234,0.04327219871218472,0.039340666346249796,0.002742009934013393,-0.03635360002867586,0.14152114510616495,0.41812204378495765,0.3860418374499858,0.33599925542179215,-0.14855035293299118,0.7532433896975222,0.6517097343064939,0.10626314554901078,0.22951780888263834,0.4089583900164528,-0.1491701784814036,0.40874651471685897,0.4938620037469424,0.33615679246499575,0.32830646013605175,0.12497073284097529,0.29145096586291774,0.5230925319844569,0.5145164816721942,-0.1295024159219965,0.6094315698370748,-0.0804935272199136,-0.011859699774140708,-0.012214548978325539,-0.16007298383479207,-0.051176591201125096,-0.11038862791860637,-0.21142494021165587,-0.11257715558786886,0.17493057434084655,0.1398676688328889,0.7417566653599934,0.5643730466752298,0.9121756042346936,0.04327219871218472,0.20927520105018688,-0.0007508732774602605,0.8622163292506334,0.9608585887224991,0.8912062784582511,0.33423350446599887,-0.03635360002867586,0.839924572675914,0.4758415230768348,0.48418034624294914,0.8576342927992047,0.811823077586558
SMA200_Ratio,0.10673844387618174,0.24325916151457916,0.4958112571899526,0.7959537702297295,0.9347269049950941,0.7672882194848084,0.4854655875161791,0.41827725648845504,0.6544399242958236,1.0,0.8860932154439648,0.6566434156330323,0.028759177965195094,0.5615675767763384,0.33438997852429664,0.3779186284420365,0.7976668789098441,0.8147466415098096,0.031001995095325786,0.030762414353092,0.014602100079937334,-0.0023415898152892144,-0.006129028384592295,0.2077605201266696,0.3773604131053657,0.5278103642088716,-0.16854216347306566,0.44997374331182427,0.71797796733253,0.046982157865443686,0.09974955260278318,0.19861031948146324,-0.1687096559059613,0.2181668781763043,0.29134736879051254,0.5278877210535687,0.4062877666318196,0.06307012216351765,0.14735120209613378,0.2986788065405655,0.30310677939442987,-0.12067194931936709,0.40925798683495784,-0.15512295428097553,0.007701993875629543,0.005183794157882091,-0.025920675350825578,-0.02111453787770466,-0.05214791591670486,-0.12042507179544158,-0.28352441693761926,0.09479846864540332,0.07138591070847929,0.43844806284691223,0.3242116286036922,0.5615675767763384,0.031001995095325786,0.10673844387618174,-0.025489445743776575,0.4915518892120278,0.6566434156330323,0.6838297864440007,0.028759177965195094,-0.0023415898152892144,0.8322149303573128,0.24325916151457916,0.2493190213544073,0.6524284857428847,0.5091039836226705
